"Resource Name","Resource Type","Resource Group",Location,Subscription
law-shrd-598,Microsoft.OperationalInsights/workspaces,rg-services,westeurope,Subscription-Prod
nic-shrd-599,Microsoft.Network/networkInterfaces,rg-functions,westus2,Subscription-Prod
mysql-dev-600,Microsoft.DBforMySQL/servers,rg-functions,australiaeast,Subscription-Staging
asa-prod-601,Microsoft.StreamAnalytics/streamingjobs,rg-webapp,centralus,Subscription-DR
privdns-prod-602,Microsoft.Network/privateDnsZones,rg-monitoring,koreacentral,Subscription-Dev
avset-dr-603,Microsoft.Compute/availabilitySets,rg-infra,eastus,Subscription-Staging
batch-dev-604,Microsoft.Batch/batchAccounts,rg-services,eastus2,Subscription-Shared
sf-prod-605,Microsoft.ServiceFabric/clusters,rg-aks,koreacentral,Subscription-Prod
tsi-shrd-606,Microsoft.TimeSeriesInsights/environments,rg-shared,southindia,Subscription-DR
sqlsrv-dr-607,Microsoft.Sql/servers,rg-dr,westus,Subscription-Prod
dms-stg-608,Microsoft.DataMigration/services,rg-network,brazilsouth,Subscription-Staging
fw-dr-609,Microsoft.Network/azureFirewalls,rg-infra,canadacentral,Subscription-Shared
avset-dev-610,Microsoft.Compute/availabilitySets,rg-webapp,eastasia,Subscription-Shared
appgw-prod-611,Microsoft.Network/applicationGateways,rg-security,centralus,Subscription-Prod
dns-prod-612,Microsoft.Network/dnsZones,rg-database,eastasia,Subscription-Staging
dms-prod-613,Microsoft.DataMigration/services,rg-core,australiaeast,Subscription-Staging
privdns-prod-614,Microsoft.Network/privateDnsZones,rg-staging,japaneast,Subscription-Prod
fw-dev-615,Microsoft.Network/azureFirewalls,rg-webapp,southindia,Subscription-Dev
dms-dr-616,Microsoft.DataMigration/services,rg-cache,canadacentral,Subscription-DR
appins-prod-617,Microsoft.Insights/components,rg-network,northeurope,Subscription-Staging
appgw-dr-618,Microsoft.Network/applicationGateways,rg-backup,westus3,Subscription-Prod
conn-shrd-619,Microsoft.Web/connections,rg-integration,westus3,Subscription-Dev
sf-prod-620,Microsoft.ServiceFabric/clusters,rg-webapp,uksouth,Subscription-Prod
law-prod-621,Microsoft.OperationalInsights/workspaces,rg-staging,uksouth,Subscription-Prod
vpngw-prod-622,Microsoft.Network/vpnGateways,rg-services,japaneast,Subscription-Dev
sb-prod-623,Microsoft.ServiceBus/namespaces,rg-dev,southindia,Subscription-DR
er-stg-624,Microsoft.Network/expressRouteCircuits,rg-dev,eastus2,Subscription-Shared
adf-prod-625,Microsoft.DataFactory/factories,rg-monitoring,westus,Subscription-Shared
pe-dev-626,Microsoft.Network/privateEndpoints,rg-storage,westeurope,Subscription-Staging
nhns-shrd-627,Microsoft.NotificationHubs/namespaces,rg-database,eastus2,Subscription-Prod
webapp-dev-628,Microsoft.Web/sites,rg-services,westeurope,Subscription-Shared
evgt-stg-629,Microsoft.EventGrid/topics,rg-backup,westus3,Subscription-Prod
nsg-prod-630,Microsoft.Network/networkSecurityGroups,rg-storage,francecentral,Subscription-Prod
batch-dr-631,Microsoft.Batch/batchAccounts,rg-core,westus3,Subscription-Staging
apim-shrd-632,Microsoft.ApiManagement/service,rg-core,eastus2,Subscription-Dev
evhns-dev-633,Microsoft.EventHub/namespaces,rg-security,uksouth,Subscription-Prod
pip-prod-634,Microsoft.Network/publicIPAddresses,rg-integration,francecentral,Subscription-Shared
pip-dev-635,Microsoft.Network/publicIPAddresses,rg-monitoring,eastus2,Subscription-Dev
syn-dr-636,Microsoft.Synapse/workspaces,rg-integration,koreacentral,Subscription-DR
sqldb-stg-637,Microsoft.Sql/servers/databases,rg-cache,brazilsouth,Subscription-Staging
lb-prod-638,Microsoft.Network/loadBalancers,rg-staging,francecentral,Subscription-Shared
pe-shrd-639,Microsoft.Network/privateEndpoints,rg-core,westus2,Subscription-Shared
batch-shrd-640,Microsoft.Batch/batchAccounts,rg-core,canadacentral,Subscription-DR
health-dev-641,Microsoft.HealthcareApis/services,rg-database,eastasia,Subscription-Staging
privdns-dr-642,Microsoft.Network/privateDnsZones,rg-shared,japaneast,Subscription-Shared
pip-shrd-643,Microsoft.Network/publicIPAddresses,rg-infra,brazilsouth,Subscription-Shared
snapshot-dev-644,Microsoft.Compute/snapshots,rg-functions,brazilsouth,Subscription-Dev
adf-prod-645,Microsoft.DataFactory/factories,rg-cache,westus3,Subscription-Prod
mysql-dev-646,Microsoft.DBforMySQL/servers,rg-services,koreacentral,Subscription-DR
cdn-shrd-647,Microsoft.Cdn/profiles,rg-webapp,canadacentral,Subscription-Prod
cdn-stg-648,Microsoft.Cdn/profiles,rg-webapp,westus2,Subscription-Dev
bastion-stg-649,Microsoft.Network/bastionHosts,rg-staging,eastasia,Subscription-Staging
dns-prod-650,Microsoft.Network/dnsZones,rg-shared,eastasia,Subscription-Dev
nic-dev-651,Microsoft.Network/networkInterfaces,rg-infra,uksouth,Subscription-DR
hdi-shrd-652,Microsoft.HDInsight/clusters,rg-monitoring,eastus2,Subscription-Staging
psql-dev-653,Microsoft.DBforPostgreSQL/servers,rg-services,westus,Subscription-Prod
health-dev-654,Microsoft.HealthcareApis/services,rg-aks,westus,Subscription-Shared
vpngw-dr-655,Microsoft.Network/vpnGateways,rg-infra,canadacentral,Subscription-Shared
sb-stg-656,Microsoft.ServiceBus/namespaces,rg-database,centralus,Subscription-Prod
health-prod-657,Microsoft.HealthcareApis/services,rg-functions,southeastasia,Subscription-Staging
ci-shrd-658,Microsoft.ContainerInstance/containerGroups,rg-shared,westeurope,Subscription-Prod
storage-shrd-659,Microsoft.Storage/storageAccounts,rg-production,eastasia,Subscription-Dev
rt-stg-660,Microsoft.Network/routeTables,rg-production,westus3,Subscription-Prod
appgw-shrd-661,Microsoft.Network/applicationGateways,rg-network,uksouth,Subscription-Prod
redis-stg-662,Microsoft.Cache/redis,rg-services,japaneast,Subscription-Shared
dms-prod-663,Microsoft.DataMigration/services,rg-monitoring,eastasia,Subscription-Prod
batch-dev-664,Microsoft.Batch/batchAccounts,rg-integration,southindia,Subscription-DR
mariadb-prod-665,Microsoft.DBforMariaDB/servers,rg-storage,koreacentral,Subscription-Shared
avset-shrd-666,Microsoft.Compute/availabilitySets,rg-monitoring,francecentral,Subscription-DR
iothub-prod-667,Microsoft.Devices/IotHubs,rg-core,westus2,Subscription-Dev
bastion-dr-668,Microsoft.Network/bastionHosts,rg-backup,southindia,Subscription-DR
dms-stg-669,Microsoft.DataMigration/services,rg-staging,westeurope,Subscription-Staging
kv-dr-670,Microsoft.KeyVault/vaults,rg-backup,eastus,Subscription-DR
logic-dr-671,Microsoft.Logic/workflows,rg-functions,westus2,Subscription-DR
vpngw-prod-672,Microsoft.Network/vpnGateways,rg-aks,westeurope,Subscription-Prod
sqldb-shrd-673,Microsoft.Sql/servers/databases,rg-core,westus3,Subscription-Staging
adf-dev-674,Microsoft.DataFactory/factories,rg-database,northeurope,Subscription-Dev
cdn-dr-675,Microsoft.Cdn/profiles,rg-functions,eastus2,Subscription-Shared
vpngw-dev-676,Microsoft.Network/vpnGateways,rg-infra,northeurope,Subscription-Shared
blk-prod-677,Microsoft.Blockchain/blockchainMembers,rg-staging,koreacentral,Subscription-DR
acr-shrd-678,Microsoft.ContainerRegistry/registries,rg-storage,francecentral,Subscription-Prod
tm-shrd-679,Microsoft.Network/trafficManagerProfiles,rg-integration,australiaeast,Subscription-Dev
appins-stg-680,Microsoft.Insights/components,rg-security,westus2,Subscription-Staging
bastion-dr-681,Microsoft.Network/bastionHosts,rg-network,westus,Subscription-Shared
role-dr-682,Microsoft.Authorization/roleAssignments,rg-services,australiaeast,Subscription-Dev
conn-stg-683,Microsoft.Web/connections,rg-core,westeurope,Subscription-Prod
blob-prod-684,Microsoft.Storage/storageAccounts/blobServices,rg-dev,westus,Subscription-Shared
pe-dev-685,Microsoft.Network/privateEndpoints,rg-infra,brazilsouth,Subscription-Staging
appgw-dr-686,Microsoft.Network/applicationGateways,rg-dev,uksouth,Subscription-Staging
mariadb-stg-687,Microsoft.DBforMariaDB/servers,rg-integration,canadacentral,Subscription-Staging
mysql-dr-688,Microsoft.DBforMySQL/servers,rg-storage,brazilsouth,Subscription-Prod
lb-shrd-689,Microsoft.Network/loadBalancers,rg-staging,francecentral,Subscription-Shared
cog-dr-690,Microsoft.CognitiveServices/accounts,rg-security,westus2,Subscription-Shared
logic-dr-691,Microsoft.Logic/workflows,rg-aks,francecentral,Subscription-Staging
actgrp-stg-692,Microsoft.Insights/actionGroups,rg-backup,centralus,Subscription-Dev
nhns-shrd-693,Microsoft.NotificationHubs/namespaces,rg-security,uksouth,Subscription-Dev
fd-dev-694,Microsoft.Network/frontDoors,rg-webapp,eastasia,Subscription-Dev
pe-dev-695,Microsoft.Network/privateEndpoints,rg-production,japaneast,Subscription-Dev
appconfig-stg-696,Microsoft.AppConfiguration/configurationStores,rg-cache,japaneast,Subscription-Staging
storage-dev-697,Microsoft.Storage/storageAccounts,rg-webapp,eastus2,Subscription-Dev
cog-dev-698,Microsoft.CognitiveServices/accounts,rg-staging,eastus,Subscription-Staging
kv-stg-699,Microsoft.KeyVault/vaults,rg-database,eastasia,Subscription-Dev
apim-dr-700,Microsoft.ApiManagement/service,rg-production,japaneast,Subscription-Dev
fd-dev-701,Microsoft.Network/frontDoors,rg-network,westus3,Subscription-Dev
privdns-stg-702,Microsoft.Network/privateDnsZones,rg-dr,uksouth,Subscription-Dev
pe-prod-703,Microsoft.Network/privateEndpoints,rg-aks,westeurope,Subscription-Shared
vnetgw-stg-704,Microsoft.Network/virtualNetworkGateways,rg-infra,westus3,Subscription-Staging
blob-shrd-705,Microsoft.Storage/storageAccounts/blobServices,rg-integration,eastasia,Subscription-Staging
mi-stg-706,Microsoft.ManagedIdentity/userAssignedIdentities,rg-shared,westus2,Subscription-Shared
disk-dr-707,Microsoft.Compute/disks,rg-database,eastus,Subscription-Staging
law-stg-708,Microsoft.OperationalInsights/workspaces,rg-webapp,koreacentral,Subscription-Prod
pip-dev-709,Microsoft.Network/publicIPAddresses,rg-services,southeastasia,Subscription-Prod
privdns-prod-710,Microsoft.Network/privateDnsZones,rg-monitoring,westus2,Subscription-Prod
sf-stg-711,Microsoft.ServiceFabric/clusters,rg-database,northeurope,Subscription-Prod
hdi-dev-712,Microsoft.HDInsight/clusters,rg-core,eastasia,Subscription-Dev
mi-dev-713,Microsoft.ManagedIdentity/userAssignedIdentities,rg-security,westeurope,Subscription-Staging
appconfig-dev-714,Microsoft.AppConfiguration/configurationStores,rg-staging,australiaeast,Subscription-Staging
disk-prod-715,Microsoft.Compute/disks,rg-integration,eastus2,Subscription-Dev
fd-shrd-716,Microsoft.Network/frontDoors,rg-shared,southeastasia,Subscription-Shared
bastion-shrd-717,Microsoft.Network/bastionHosts,rg-functions,koreacentral,Subscription-DR
dns-dr-718,Microsoft.Network/dnsZones,rg-infra,eastus,Subscription-Shared
aml-shrd-719,Microsoft.MachineLearningServices/workspaces,rg-webapp,eastus,Subscription-Staging
appconfig-prod-720,Microsoft.AppConfiguration/configurationStores,rg-monitoring,uksouth,Subscription-Prod
health-prod-721,Microsoft.HealthcareApis/services,rg-containers,southeastasia,Subscription-Staging
avset-dev-722,Microsoft.Compute/availabilitySets,rg-storage,westus2,Subscription-Dev
cog-stg-723,Microsoft.CognitiveServices/accounts,rg-dev,southeastasia,Subscription-Prod
role-prod-724,Microsoft.Authorization/roleAssignments,rg-shared,westus3,Subscription-Staging
apim-shrd-725,Microsoft.ApiManagement/service,rg-integration,eastasia,Subscription-Prod
health-stg-726,Microsoft.HealthcareApis/services,rg-services,northeurope,Subscription-Shared
aa-dr-727,Microsoft.Automation/automationAccounts,rg-webapp,eastus2,Subscription-Prod
tm-stg-728,Microsoft.Network/trafficManagerProfiles,rg-shared,westus2,Subscription-Dev
law-dev-729,Microsoft.OperationalInsights/workspaces,rg-database,southeastasia,Subscription-Dev
lb-stg-730,Microsoft.Network/loadBalancers,rg-shared,southeastasia,Subscription-DR
role-shrd-731,Microsoft.Authorization/roleAssignments,rg-dr,centralus,Subscription-Prod
batch-stg-732,Microsoft.Batch/batchAccounts,rg-integration,eastus,Subscription-Dev
bastion-dev-733,Microsoft.Network/bastionHosts,rg-production,uksouth,Subscription-DR
sb-stg-734,Microsoft.ServiceBus/namespaces,rg-containers,koreacentral,Subscription-Dev
appconfig-stg-735,Microsoft.AppConfiguration/configurationStores,rg-aks,southindia,Subscription-Staging
evgt-shrd-736,Microsoft.EventGrid/topics,rg-shared,westus3,Subscription-Dev
rt-prod-737,Microsoft.Network/routeTables,rg-cache,eastus2,Subscription-Prod
sb-dr-738,Microsoft.ServiceBus/namespaces,rg-aks,southeastasia,Subscription-Shared
asp-prod-739,Microsoft.Web/serverfarms,rg-staging,eastus,Subscription-Shared
signalr-prod-740,Microsoft.SignalRService/signalR,rg-shared,australiaeast,Subscription-Shared
sqlsrv-stg-741,Microsoft.Sql/servers,rg-staging,southeastasia,Subscription-DR
lb-dr-742,Microsoft.Network/loadBalancers,rg-containers,canadacentral,Subscription-Prod
mariadb-stg-743,Microsoft.DBforMariaDB/servers,rg-aks,southeastasia,Subscription-Shared
apim-dev-744,Microsoft.ApiManagement/service,rg-network,eastasia,Subscription-Prod
signalr-prod-745,Microsoft.SignalRService/signalR,rg-functions,eastasia,Subscription-Prod
vmss-dev-746,Microsoft.Compute/virtualMachineScaleSets,rg-production,australiaeast,Subscription-Dev
mi-dev-747,Microsoft.ManagedIdentity/userAssignedIdentities,rg-staging,japaneast,Subscription-Dev
nic-prod-748,Microsoft.Network/networkInterfaces,rg-webapp,australiaeast,Subscription-DR
fw-dr-749,Microsoft.Network/azureFirewalls,rg-dev,southindia,Subscription-Dev
disk-dr-750,Microsoft.Compute/disks,rg-production,canadacentral,Subscription-Staging
disk-shrd-751,Microsoft.Compute/disks,rg-containers,francecentral,Subscription-Staging
fw-shrd-752,Microsoft.Network/azureFirewalls,rg-storage,francecentral,Subscription-Staging
conn-shrd-753,Microsoft.Web/connections,rg-staging,eastus,Subscription-Shared
pe-stg-754,Microsoft.Network/privateEndpoints,rg-services,eastus,Subscription-Dev
sf-stg-755,Microsoft.ServiceFabric/clusters,rg-security,eastus,Subscription-Dev
actgrp-dev-756,Microsoft.Insights/actionGroups,rg-core,southeastasia,Subscription-Shared
vpngw-prod-757,Microsoft.Network/vpnGateways,rg-backup,northeurope,Subscription-DR
appins-dev-758,Microsoft.Insights/components,rg-integration,eastasia,Subscription-Staging
evhns-stg-759,Microsoft.EventHub/namespaces,rg-monitoring,westus2,Subscription-Dev
cog-stg-760,Microsoft.CognitiveServices/accounts,rg-staging,eastasia,Subscription-Prod
appconfig-stg-761,Microsoft.AppConfiguration/configurationStores,rg-network,westus3,Subscription-Dev
media-dr-762,Microsoft.Media/mediaservices,rg-webapp,westus2,Subscription-DR
sf-stg-763,Microsoft.ServiceFabric/clusters,rg-monitoring,canadacentral,Subscription-Shared
acr-shrd-764,Microsoft.ContainerRegistry/registries,rg-security,canadacentral,Subscription-Prod
webapp-stg-765,Microsoft.Web/sites,rg-dr,westus3,Subscription-Staging
aks-prod-766,Microsoft.ContainerService/managedClusters,rg-storage,westus2,Subscription-Dev
media-shrd-767,Microsoft.Media/mediaservices,rg-storage,brazilsouth,Subscription-Dev
search-dr-768,Microsoft.Search/searchServices,rg-monitoring,westeurope,Subscription-Prod
er-dev-769,Microsoft.Network/expressRouteCircuits,rg-production,westus2,Subscription-Staging
psql-stg-770,Microsoft.DBforPostgreSQL/servers,rg-cache,southindia,Subscription-DR
aml-prod-771,Microsoft.MachineLearningServices/workspaces,rg-staging,westeurope,Subscription-Prod
conn-dr-772,Microsoft.Web/connections,rg-dr,northeurope,Subscription-Staging
vmss-dr-773,Microsoft.Compute/virtualMachineScaleSets,rg-integration,koreacentral,Subscription-Prod
blob-dr-774,Microsoft.Storage/storageAccounts/blobServices,rg-webapp,westus,Subscription-Staging
asp-dev-775,Microsoft.Web/serverfarms,rg-containers,eastasia,Subscription-Staging
bastion-dr-776,Microsoft.Network/bastionHosts,rg-backup,southeastasia,Subscription-DR
health-dev-777,Microsoft.HealthcareApis/services,rg-containers,australiaeast,Subscription-DR
psql-dev-778,Microsoft.DBforPostgreSQL/servers,rg-integration,eastasia,Subscription-Shared
evgt-shrd-779,Microsoft.EventGrid/topics,rg-production,australiaeast,Subscription-Prod
storage-prod-780,Microsoft.Storage/storageAccounts,rg-webapp,westus,Subscription-Dev
vnet-stg-781,Microsoft.Network/virtualNetworks,rg-integration,brazilsouth,Subscription-Dev
pip-dr-782,Microsoft.Network/publicIPAddresses,rg-aks,canadacentral,Subscription-DR
aml-prod-783,Microsoft.MachineLearningServices/workspaces,rg-containers,brazilsouth,Subscription-Prod
kv-prod-784,Microsoft.KeyVault/vaults,rg-dr,koreacentral,Subscription-Dev
dms-prod-785,Microsoft.DataMigration/services,rg-services,westeurope,Subscription-Prod
redis-prod-786,Microsoft.Cache/redis,rg-shared,southeastasia,Subscription-Shared
webapp-shrd-787,Microsoft.Web/sites,rg-staging,brazilsouth,Subscription-Prod
vmss-prod-788,Microsoft.Compute/virtualMachineScaleSets,rg-security,francecentral,Subscription-DR
vnet-stg-789,Microsoft.Network/virtualNetworks,rg-backup,uksouth,Subscription-DR
dbr-dev-790,Microsoft.Databricks/workspaces,rg-dr,southeastasia,Subscription-Dev
law-dev-791,Microsoft.OperationalInsights/workspaces,rg-storage,southindia,Subscription-Prod
tm-dr-792,Microsoft.Network/trafficManagerProfiles,rg-dev,southeastasia,Subscription-Staging
pe-dr-793,Microsoft.Network/privateEndpoints,rg-dev,brazilsouth,Subscription-Dev
asp-prod-794,Microsoft.Web/serverfarms,rg-security,canadacentral,Subscription-DR
vm-dev-795,Microsoft.Compute/virtualMachines,rg-dr,francecentral,Subscription-Staging
adf-shrd-796,Microsoft.DataFactory/factories,rg-containers,westus2,Subscription-Shared
adf-shrd-797,Microsoft.DataFactory/factories,rg-webapp,brazilsouth,Subscription-Dev
sqlsrv-dr-798,Microsoft.Sql/servers,rg-services,southeastasia,Subscription-Staging
sqldb-dr-799,Microsoft.Sql/servers/databases,rg-containers,southindia,Subscription-Prod
blob-dev-800,Microsoft.Storage/storageAccounts/blobServices,rg-monitoring,southeastasia,Subscription-Dev
conn-prod-801,Microsoft.Web/connections,rg-production,westus2,Subscription-DR
mysql-dr-802,Microsoft.DBforMySQL/servers,rg-aks,southindia,Subscription-DR
evgt-shrd-803,Microsoft.EventGrid/topics,rg-integration,southindia,Subscription-Prod
health-dr-804,Microsoft.HealthcareApis/services,rg-security,centralus,Subscription-Prod
nhns-dr-805,Microsoft.NotificationHubs/namespaces,rg-shared,koreacentral,Subscription-DR
vnet-stg-806,Microsoft.Network/virtualNetworks,rg-dr,westus,Subscription-DR
appins-dev-807,Microsoft.Insights/components,rg-webapp,centralus,Subscription-DR
logic-prod-808,Microsoft.Logic/workflows,rg-cache,northeurope,Subscription-Prod
vnet-dr-809,Microsoft.Network/virtualNetworks,rg-network,westus,Subscription-Dev
rt-stg-810,Microsoft.Network/routeTables,rg-shared,westus3,Subscription-DR
aml-prod-811,Microsoft.MachineLearningServices/workspaces,rg-shared,japaneast,Subscription-DR
